Source	Target	Weight	to_first	time_diff	seq_diff	timestamp	tid
2	944	0.96713	False	8029	5	1868273	644
2	946	0.9378	False	15473	1	2664730	1012
2	951	0.5	True	11219	6	2166771	880
2	951	0.95623	False	10763	2	2166771	880
2	951	0.95443	False	11219	6	2166771	880
2	974	0.5	True	188722	5	2640965	1094
2	974	0.84916	False	39801	2	2640965	1094
2	974	0.48824	False	188722	5	2640965	1094
2	989	0.5	True	21362	1	1951048	701
2	989	0.91535	False	21362	1	1951048	701
2	991	0.5	True	5029	1	1993298	758
2	991	0.97926	False	5029	1	1993298	758
2	994	0.5	True	6888	1	1985067	750
2	994	0.97172	False	6888	1	1985067	750
2	994	0.5	True	15673	1	1951107	714
2	994	0.93703	False	15673	1	1951107	714
2	1011	0.2	False	612163	3	2654957	326
2	1014	0.5	True	1227	1	2417006	1071
2	1014	0.99489	False	1227	1	2417006	1071
2	1016	0.5	True	12409	5	1984951	743
2	1016	0.96885	False	7600	1	1984951	743
2	1016	0.5	True	4715	3	1977257	743
2	1016	0.99901	False	236	1	1977257	743
2	1016	0.5	True	746	1	1973288	743
2	1016	0.99689	False	746	1	1973288	743
2	1026	0.99434	False	1360	1	2164768	297
2	1063	0.5	True	84382	1	2166710	828
2	1063	0.71206	False	84382	1	2166710	828
2	1079	0.5	True	294858	1	2505725	924
2	1079	0.3531	False	294858	1	2505725	924
2	1082	0.96903	False	7555	2	2166847	774
2	1086	0.95831	False	10238	2	2238629	850
2	1086	0.98891	False	2673	2	2237340	946
2	1086	0.5	True	34965	1	2209261	890
2	1086	0.86594	False	34965	1	2209261	890
2	1102	0.99643	False	856	1	2640858	1211
2	1138	0.5	True	353709	3	2664730	1012
2	1138	0.5	True	6260	1	2317281	1012
2	1138	0.97426	False	6260	1	2317281	1012
2	1140	0.99474	False	1264	2	2654957	326
2	1175	0.5	True	111529	4	2574738	1112
2	1175	0.64227	False	111529	4	2574738	1112
2	1182	0.5	True	466	1	2586806	1213
2	1182	0.99806	False	466	1	2586806	1213
