Source	Target	Weight	to_first	time_diff	seq_diff	timestamp	tid
2	1200	0.5	True	12874	1	2472504	1107
2	1200	0.94792	False	12874	1	2472504	1107
2	1202	0.5	True	15620	2	2472405	1098
2	1202	0.93723	False	15620	2	2472405	1098
2	1244	0.86697	False	34673	1	2640911	827
2	1258	0.5	True	11009	1	2639902	1231
2	1258	0.95526	False	11009	1	2639902	1231
3	2	0.99947	False	126	1	1818473	601
3	2	0.96166	False	9397	4	1818473	601
3	2	0.97526	False	6012	3	1659451	482
3	2	0.99451	False	1318	6	1137547	4
3	2	0.99223	False	1868	9	1137547	4
3	5	0.56515	False	146503	6	2469235	471
3	5	0.51227	False	174559	2	1671924	365
3	5	0.97503	False	6070	5	1659451	482
3	5	0.98705	False	3124	1	1644353	89
3	9	0.94774	False	12918	2	1673335	487
3	9	0.91041	False	22681	4	1644353	89
3	14	0.77156	False	63815	4	2469235	471
3	14	0.99217	False	1884	1	1647791	471
3	14	0.99358	False	1542	7	1137547	4
3	16	0.5	True	679833	19	2331211	477
3	16	0.97734	False	5500	1	2331211	477
3	16	0.9537	False	11402	3	2331211	477
3	16	0.5	True	22112	3	1673490	477
3	16	0.9133	False	21910	2	1673490	477
3	16	0.91254	False	22112	3	1673490	477
3	17	0.99799	False	483	2	1137547	4
3	20	0.99475	False	1260	5	1137547	4
3	22	0.56102	False	148560	7	2469235	471
3	22	0.56051	False	148816	8	2469235	471
3	22	0.9574	False	10468	2	2331211	477
3	22	0.97934	False	5010	1	1673490	477
3	24	0.99221	False	1875	10	1137547	4
3	27	0.99284	False	1721	8	1137547	4
3	30	0.99507	False	1183	4	1137547	4
3	33	0.99667	False	800	3	1137547	4
3	36	0.9998	False	49	1	1137547	4
3	37	0.5	True	179549	3	1671924	365
3	37	0.69395	False	91082	1	1671924	365
3	37	0.50361	False	179549	3	1671924	365
3	38	0.98836	False	2807	3	1647791	471
3	44	0.98244	False	4249	2	1659451	482
3	45	0.36465	False	283255	3	1539938	89
3	47	0.99025	False	2349	2	1647791	471
3	63	0.5	True	206922	1	2451945	960
3	63	0.45974	False	206922	1	2451945	960
3	68	0.92894	False	17778	2	2469235	471
3	99	0.99696	False	730	1	1196464	89
3	103	0.84845	False	40009	8	1668810	124
3	104	0.75621	False	68922	2	1715691	89
3	104	0.5	True	5729	1	1671623	499
3	104	0.97641	False	5729	1	1671623	499
3	104	0.99169	False	2000	1	1646705	89
3	104	0.7857	False	59221	1	1539938	89
3	105	0.38571	False	263684	5	2331211	477
3	108	0.5	True	550007	1	2451642	683
3	108	0.21309	False	550007	1	2451642	683
3	111	0.97668	False	5663	1	1880875	89
3	128	0.94132	False	14565	3	1644353	89
3	135	0.2	False	631671	10	2331211	477
3	184	0.92389	False	19101	8	2647645	1221
3	189	0.86757	False	34501	6	1668810	124
3	198	0.98552	False	3498	2	1195203	89
3	199	0.5	True	53184	22	2651579	1221
3	199	0.99283	False	1725	1	2651579	1221
3	199	0.5	True	51158	20	2649553	1221
3	199	0.99552	False	1075	1	2649553	1221
3	199	0.5	True	49250	18	2647645	1221
3	199	0.9716	False	6917	4	2647645	1221
3	199	0.93072	False	17313	6	2647645	1221
3	199	0.92936	False	17666	7	2647645	1221
3	199	0.5	True	18588	7	2616983	1221
3	199	0.94931	False	12518	3	2616983	1221
3	199	0.92584	False	18588	7	2616983	1221
3	199	0.37471	False	273672	2	2476036	891
3	199	0.97724	False	5525	1	2293636	981
3	199	0.97171	False	6890	3	2293636	981
3	221	0.99884	False	279	1	1195203	89
3	228	0.91776	False	20722	9	2647645	1221
3	242	0.5	True	454882	62	1668810	124
3	265	0.99689	False	747	2	1668810	124
3	265	0.86375	False	35589	7	1668810	124
3	265	0.95661	False	10667	2	1644353	89
3	265	0.76315	False	66598	7	1644353	89
3	265	0.32199	False	329890	4	1539938	89
3	277	0.77198	False	63676	3	2469235	471
3	282	0.5	True	386870	1	2451753	816
3	282	0.28164	False	386870	1	2451753	816
3	308	0.94822	False	12797	4	2616983	1221
3	339	0.95445	False	11214	2	2616983	1221
3	393	0.5	True	6572	6	1659451	482
3	393	0.99595	False	972	1	1659451	482
3	393	0.973	False	6572	6	1659451	482
3	402	0.5	True	200275	4	2333543	858
3	402	0.4962	False	183916	1	2333543	858
3	402	0.46985	False	200275	4	2333543	858
3	429	0.99879	False	290	1	1668810	124
3	429	0.84544	False	40890	9	1668810	124
3	429	0.84326	False	41531	10	1668810	124
3	471	0.97518	False	6033	4	1659451	482
3	489	0.48831	False	188677	10	2469235	471
3	489	0.48862	False	188487	3	2333543	858
3	506	0.98601	False	3377	3	1668810	124
3	506	0.98548	False	3508	4	1668810	124
3	539	0.5	True	3067	1	1672500	505
3	539	0.98729	False	3067	1	1672500	505
3	577	0.95447	False	11209	1	2616983	1221
3	597	0.2	False	623343	9	2331211	477
3	613	0.92774	False	18091	6	2616983	1221
3	614	0.85809	False	37213	1	1715691	89
3	632	0.77818	False	61651	3	2589662	1142
3	642	0.88939	False	28395	5	1644353	89
3	642	0.88623	False	29268	6	1644353	89
3	642	0.751	False	70687	8	1644353	89
3	642	0.77673	False	62122	2	1539938	89
3	665	0.77069	False	64100	5	2469235	471
3	691	0.94555	False	13479	5	1668810	124
3	724	0.93075	False	17304	1	2469235	471
3	724	0.97702	False	5580	1	2451107	1086
3	781	0.2	False	620857	8	2331211	477
3	792	0.77886	False	61429	2	2589662	1142
3	792	0.96192	False	9331	3	1818473	601
3	807	0.5	True	16573	3	1673335	487
3	807	0.96794	False	7828	1	1673335	487
3	807	0.93356	False	16573	3	1673335	487
3	817	0.9467	False	13185	5	2616983	1221
3	841	0.85355	False	38526	4	2331211	477
3	842	0.5	True	1570	3	2588765	1215
3	842	0.99944	False	133	1	2588765	1215
3	842	0.5	True	1307	1	2588502	1215
3	842	0.99456	False	1307	1	2588502	1215
3	852	0.74268	False	73535	5	2589662	1142
3	852	0.74206	False	73748	6	2589662	1142
3	881	0.99354	False	1553	3	2647645	1221
3	881	0.94347	False	14012	5	2647645	1221
3	881	0.91726	False	20856	10	2647645	1221
3	897	0.5	True	18769	5	1818473	601
3	897	0.92516	False	18769	5	1818473	601
3	899	0.99608	False	940	2	2647645	1221
3	918	0.99178	False	1978	2	1818473	601
3	930	0.23055	False	494424	7	2331211	477
3	937	0.25854	False	428592	6	2331211	477
3	949	0.99801	False	477	1	2647645	1221
3	1072	0.5	True	463	1	2474082	1120
3	1072	0.99807	False	463	1	2474082	1120
3	1077	0.48993	False	187689	2	2333543	858
3	1083	0.5	True	297338	3	2476036	891
3	1083	0.99713	False	689	1	2476036	891
3	1083	0.35072	False	297338	3	2476036	891
3	1105	0.5	True	75862	7	2589662	1142
3	1105	0.78292	False	60114	1	2589662	1142
3	1105	0.7759	False	62392	4	2589662	1142
3	1105	0.73597	False	75862	7	2589662	1142
3	1119	0.5	True	952	1	2450943	1091
3	1119	0.99603	False	952	1	2450943	1091
3	1123	0.49587	False	184115	9	2469235	471
3	1123	0.5	True	10787	4	2293636	981
3	1123	0.97273	False	6638	2	2293636	981
3	1123	0.95614	False	10787	4	2293636	981
3	1180	0.5	True	9340	2	2451107	1086
3	1180	0.96188	False	9340	2	2451107	1086
3	1238	0.5	True	22919	1	2589536	1191
3	1238	0.90953	False	22919	1	2589536	1191
5	2	0.87909	False	31255	3	1462989	307
5	2	0.625	False	118851	6	1460941	238
5	2	0.88441	False	29773	2	1460887	297
5	2	0.5	True	354	1	1396836	283
5	2	0.99852	False	354	1	1396836	283
5	2	0.94514	False	13584	2	1363245	226
5	2	0.65278	False	107198	1	1308512	29
5	2	0.88107	False	30701	2	1307840	165
5	2	0.93358	False	16568	1	1306609	188
5	2	0.9161	False	21164	3	1306609	188
5	2	0.90454	False	24260	6	1306609	188
5	2	0.9495	False	12471	1	1191371	31
5	2	0.99518	False	1157	2	1186347	36
5	2	0.98969	False	2485	2	1182892	48
5	3	0.5	True	678112	19	2322732	471
5	3	0.5	True	449756	18	1641229	89
5	3	0.66749	False	101291	8	1641229	89
5	3	0.5	True	240019	108	1363089	4
5	3	0.5	True	494	1	1123564	4
5	3	0.99794	False	494	1	1123564	4
5	8	0.87529	False	32321	5	1363245	226
5	8	0.85187	False	39013	5	1182471	22
5	9	0.70926	False	85403	7	2524227	1084
5	9	0.80919	False	51812	5	2322732	471
5	9	0.7129	False	84075	4	2319075	722
5	9	0.72362	False	80219	9	2315956	124
5	9	0.92216	False	19557	3	1641229	89
5	9	0.93534	False	16111	2	1462989	307
5	9	0.94101	False	14645	1	1460941	238
5	9	0.74282	False	73488	3	1460941	238
5	12	0.86928	False	34016	4	1462989	307
5	12	0.87759	False	31675	3	1460887	297
5	12	0.9409	False	14674	4	1363245	226
5	12	0.63841	False	113139	2	1308512	29
5	12	0.8526	False	38800	3	1307840	165
5	12	0.83929	False	42701	6	1307840	165
5	12	0.86383	False	35567	6	1307049	158
5	12	0.99713	False	689	1	1186347	36
5	12	0.85318	False	38632	4	1182471	22
5	12	0.99217	False	1883	1	1179837	48
5	14	0.74888	False	71409	7	1638093	407
5	14	0.99801	False	476	2	1496722	367
5	14	0.84945	False	39717	5	1307840	165
5	14	0.5	True	41435	3	1191371	31
5	14	0.84358	False	41435	3	1191371	31
5	16	0.5	True	36336	5	1462989	307
5	16	0.99833	False	400	1	1462989	307
5	16	0.86114	False	36336	5	1462989	307
5	16	0.5	True	86590	6	1373614	197
5	16	0.97153	False	6936	1	1373614	197
5	16	0.5	True	21243	2	1308267	197
5	16	0.9158	False	21243	2	1308267	197
5	16	0.84551	False	40871	2	1191371	31
5	16	0.5	True	33707	6	1186347	36
5	16	0.99405	False	1430	3	1186347	36
5	16	0.87037	False	33707	6	1186347	36
5	16	0.5	True	34894	4	1185173	32
5	16	0.99838	False	389	1	1185173	32
5	16	0.86619	False	34894	4	1185173	32
5	16	0.8745	False	32543	2	1182471	22
5	16	0.87883	False	31328	5	1181326	27
5	22	0.20754	False	571471	8	2526576	719
5	22	0.99145	False	2057	1	2322732	471
5	22	0.9904	False	2313	2	2322732	471
5	22	0.95227	False	11765	4	1186347	36
5	34	0.5	True	748	2	2322242	1025
5	34	0.99688	False	748	2	2322242	1025
5	36	0.20697	False	573791	9	2526576	719
5	37	0.5	True	4990	1	1497365	365
5	37	0.97942	False	4990	1	1497365	365
5	41	0.42442	False	232026	2	2318227	687
5	44	0.29267	False	369631	6	2319075	722
5	44	0.94723	False	13049	5	1742090	550
5	44	0.96169	False	9388	1	1184057	44
5	46	0.5	True	39129	6	1182471	22
5	46	0.85147	False	39129	6	1182471	22
5	49	0.86825	False	34308	4	1307049	158
5	49	0.86713	False	34628	5	1307049	158
5	59	0.5	True	409414	6	2519697	836
5	59	0.27502	False	397973	2	2519697	836
5	59	0.26857	False	409414	6	2519697	836
5	59	0.87966	False	31095	6	2315956	124
5	59	0.5	True	159686	4	1308512	29
5	59	0.53938	False	159686	4	1308512	29
5	64	0.5	True	33919	6	1181326	27
5	64	0.86962	False	33919	6	1181326	27
5	66	0.5	True	93597	13	1638093	407
5	66	0.9701	False	7289	2	1638093	407
5	66	0.93323	False	16658	4	1638093	407
5	66	0.69074	False	92294	10	1638093	407
5	66	0.86977	False	33878	3	1182471	22
5	76	0.26865	False	409256	9	2318227	687
5	76	0.5	True	32140	1	1189198	39
5	76	0.87593	False	32140	1	1189198	39
5	76	0.90212	False	24915	1	1182471	22
5	77	0.5	True	73952	21	2517940	1088
5	77	0.97421	False	6272	1	2517940	1088
5	77	0.9361	False	15913	3	2517940	1088
5	77	0.89896	False	25773	7	2517940	1088
5	80	0.98012	False	4818	2	1181326	27
5	83	0.98624	False	3323	2	2319206	1008
5	84	0.95316	False	11540	2	1373614	197
5	84	0.66301	False	103070	7	1363089	4
5	98	0.91448	False	21594	3	1185173	32
5	98	0.5	True	19819	2	1184057	44
5	98	0.92117	False	19819	2	1184057	44
5	99	0.90506	False	24120	5	1186347	36
5	102	0.9988	False	288	1	1462357	349
5	102	0.91565	False	21284	2	1185173	32
5	103	0.21047	False	559863	7	2526576	719
5	103	0.89952	False	25621	4	2315956	124
5	104	0.53782	False	160512	9	1641229	89
5	104	0.99551	False	1079	1	1496856	366
5	110	0.70253	False	87879	9	1638093	407
5	110	0.94761	False	12953	3	1181326	27
5	111	0.64306	False	111199	1	2318227	687
5	111	0.36102	False	286834	4	2318227	687
5	111	0.36065	False	287201	5	2318227	687
5	111	0.94512	False	13590	1	1184385	49
5	114	0.86559	False	35066	7	2315956	124
5	119	0.5	True	16124	8	1185799	48
5	119	0.9974	False	623	1	1185799	48
5	119	0.5	True	14625	2	1184385	49
5	119	0.94109	False	14625	2	1184385	49
5	119	0.5	True	13217	6	1182892	48
5	119	0.5	True	10162	2	1179837	48
5	119	0.95861	False	10162	2	1179837	48
5	120	0.62008	False	120983	3	1308512	29
5	120	0.94654	False	13226	4	1181326	27
5	123	0.5	True	121021	8	1460941	238
5	123	0.85534	False	38008	2	1460941	238
5	123	0.62	False	121021	8	1460941	238
5	125	0.99033	False	2329	1	1182892	48
5	125	0.98901	False	2650	3	1182892	48
5	128	0.95355	False	11441	2	1641229	89
5	135	0.5	True	13796	2	1188272	57
5	135	0.94431	False	13796	2	1188272	57
5	139	0.99695	False	732	1	1181326	27
5	139	0.5	True	698	2	1181118	67
5	139	0.99709	False	698	2	1181118	67
5	141	0.94666	False	13195	1	1188272	57
5	146	0.64275	False	111328	8	1363089	4
5	152	0.2	False	617483	10	2322732	471
5	153	0.95981	False	9860	3	2315956	124
5	159	0.9261	False	18520	2	1306609	188
5	159	0.91045	False	22672	4	1306609	188
5	160	0.942	False	14391	3	1363245	226
5	160	0.5	True	43876	7	1307840	165
5	160	0.93689	False	15709	1	1307840	165
5	160	0.85075	False	39338	4	1307840	165
5	160	0.83533	False	43876	7	1307840	165
5	160	0.99888	False	268	1	1181118	67
5	163	0.5	True	50791	15	1307049	158
5	163	0.85993	False	36683	7	1307049	158
5	163	0.85972	False	36745	8	1307049	158
5	178	0.5	True	24368	7	1306609	188
5	178	0.90556	False	23985	5	1306609	188
5	178	0.90414	False	24368	7	1306609	188
5	182	0.5	True	13521	7	1742090	550
5	182	0.94539	False	13521	7	1742090	550
5	185	0.5	True	22243	1	2253357	942
5	185	0.91205	False	22243	1	2253357	942
5	185	0.89701	False	26306	1	1307049	158
5	185	0.89656	False	26428	2	1307049	158
5	187	0.5	True	376187	2	1648519	175
5	187	0.28836	False	376187	2	1648519	175
5	192	0.21107	False	557565	6	2526576	719
5	192	0.36407	False	283827	1	1648519	175
5	195	0.5	True	272980	1	1461722	83
5	195	0.37546	False	272980	1	1461722	83
5	199	0.20625	False	576764	10	2526576	719
5	199	0.27065	False	405640	4	2519697	836
5	199	0.99748	False	604	1	2322242	1025
5	199	0.97008	False	7295	3	2320275	1013
5	199	0.5	True	118	1	2319344	1022
5	199	0.99951	False	118	1	2319344	1022
5	199	0.99951	False	117	1	2319206	1008
5	199	0.97218	False	6773	4	2319206	1008
5	199	0.97077	False	7123	6	2319206	1008
5	199	0.96506	False	8546	8	2319206	1008
5	199	0.95081	False	12137	3	1742090	550
5	199	0.93147	False	17116	1	1308267	197
5	204	0.94592	False	13383	6	1742090	550
5	225	0.70945	False	85335	1	2519697	836
5	225	0.5	True	2683	2	1496856	366
5	225	0.98887	False	2683	2	1496856	366
5	225	0.94316	False	14091	3	1373614	197
5	225	0.99129	False	2096	1	1363089	4
5	228	0.9961	False	936	1	2315956	124
5	234	0.5	True	19207	1	2526987	1137
5	234	0.92349	False	19207	1	2526987	1137
5	240	0.5	True	111517	12	2520756	1069
5	240	0.99722	False	666	1	2520756	1069
5	240	0.83422	False	44208	3	2520756	1069
5	240	0.64811	False	109111	4	2520756	1069
5	240	0.64719	False	109489	5	2520756	1069
5	240	0.64613	False	109926	8	2520756	1069
5	240	0.64432	False	110676	10	2520756	1069
5	242	0.5	True	1102028	140	2315956	124
5	242	0.77842	False	61572	3	1363089	4
5	265	0.96908	False	7543	1	1641229	89
5	265	0.7726	False	63474	6	1641229	89
